Date,demand_quantity,combined
2015-07-01,30142,Mexico // Mexico City // Beer // IPA  // Fancy Beer IPA 330 ml
2015-07-02,37319,Mexico // Mexico City // Beer // IPA  // Fancy Beer IPA 330 ml
2015-07-03,43061,Mexico // Mexico City // Beer // IPA  // Fancy Beer IPA 330 ml
2015-07-04,57414,Mexico // Mexico City // Beer // IPA  // Fancy Beer IPA 330 ml
2015-07-05,43061,Mexico // Mexico City // Beer // IPA  // Fancy Beer IPA 330 ml
2015-07-06,28707,Mexico // Mexico City // Beer // IPA  // Fancy Beer IPA 330 ml
2015-07-07,34448,Mexico // Mexico City // Beer // IPA  // Fancy Beer IPA 330 ml
2015-07-08,30142,Mexico // Mexico City // Beer // IPA  // Fancy Beer IPA 330 ml
2015-07-09,47367,Mexico // Mexico City // Beer // IPA  // Fancy Beer IPA 330 ml
2015-07-10,37319,Mexico // Mexico City // Beer // IPA  // Fancy Beer IPA 330 ml
2015-07-11,43061,Mexico // Mexico City // Beer // IPA  // Fancy Beer IPA 330 ml
2015-07-12,27272,Mexico // Mexico City // Beer // IPA  // Fancy Beer IPA 330 ml
2015-07-13,31578,Mexico // Mexico City // Beer // IPA  // Fancy Beer IPA 330 ml
2015-07-14,27272,Mexico // Mexico City // Beer // IPA  // Fancy Beer IPA 330 ml
2015-07-15,28707,Mexico // Mexico City // Beer // IPA  // Fancy Beer IPA 330 ml
2015-07-16,58849,Mexico // Mexico City // Beer // IPA  // Fancy Beer IPA 330 ml
2015-07-17,44496,Mexico // Mexico City // Beer // IPA  // Fancy Beer IPA 330 ml
2015-07-18,54543,Mexico // Mexico City // Beer // IPA  // Fancy Beer IPA 330 ml
2015-07-19,54543,Mexico // Mexico City // Beer // IPA  // Fancy Beer IPA 330 ml
2015-07-20,31578,Mexico // Mexico City // Beer // IPA  // Fancy Beer IPA 330 ml
2015-07-21,41625,Mexico // Mexico City // Beer // IPA  // Fancy Beer IPA 330 ml
2015-07-22,38754,Mexico // Mexico City // Beer // IPA  // Fancy Beer IPA 330 ml
2015-07-23,24401,Mexico // Mexico City // Beer // IPA  // Fancy Beer IPA 330 ml
2015-07-24,41625,Mexico // Mexico City // Beer // IPA  // Fancy Beer IPA 330 ml
2015-07-25,48802,Mexico // Mexico City // Beer // IPA  // Fancy Beer IPA 330 ml
2015-07-26,54543,Mexico // Mexico City // Beer // IPA  // Fancy Beer IPA 330 ml
2015-07-27,18660,Mexico // Mexico City // Beer // IPA  // Fancy Beer IPA 330 ml
2015-07-28,38754,Mexico // Mexico City // Beer // IPA  // Fancy Beer IPA 330 ml
2015-07-29,37319,Mexico // Mexico City // Beer // IPA  // Fancy Beer IPA 330 ml
2015-07-30,31578,Mexico // Mexico City // Beer // IPA  // Fancy Beer IPA 330 ml
2015-07-31,41625,Mexico // Mexico City // Beer // IPA  // Fancy Beer IPA 330 ml
2015-08-01,40190,Mexico // Mexico City // Beer // IPA  // Fancy Beer IPA 330 ml
2015-08-02,27272,Mexico // Mexico City // Beer // IPA  // Fancy Beer IPA 330 ml
2015-08-03,28707,Mexico // Mexico City // Beer // IPA  // Fancy Beer IPA 330 ml
2015-08-04,37319,Mexico // Mexico City // Beer // IPA  // Fancy Beer IPA 330 ml
2015-08-05,28707,Mexico // Mexico City // Beer // IPA  // Fancy Beer IPA 330 ml
2015-08-06,35884,Mexico // Mexico City // Beer // IPA  // Fancy Beer IPA 330 ml
2015-08-07,31578,Mexico // Mexico City // Beer // IPA  // Fancy Beer IPA 330 ml
2015-08-08,27272,Mexico // Mexico City // Beer // IPA  // Fancy Beer IPA 330 ml
2015-08-09,47367,Mexico // Mexico City // Beer // IPA  // Fancy Beer IPA 330 ml
2015-08-10,20095,Mexico // Mexico City // Beer // IPA  // Fancy Beer IPA 330 ml
2015-08-11,22966,Mexico // Mexico City // Beer // IPA  // Fancy Beer IPA 330 ml
2015-08-12,34448,Mexico // Mexico City // Beer // IPA  // Fancy Beer IPA 330 ml
2015-08-13,35884,Mexico // Mexico City // Beer // IPA  // Fancy Beer IPA 330 ml
2015-08-14,33013,Mexico // Mexico City // Beer // IPA  // Fancy Beer IPA 330 ml
2015-08-15,37319,Mexico // Mexico City // Beer // IPA  // Fancy Beer IPA 330 ml
2015-08-16,38754,Mexico // Mexico City // Beer // IPA  // Fancy Beer IPA 330 ml
2015-08-17,20095,Mexico // Mexico City // Beer // IPA  // Fancy Beer IPA 330 ml
2015-08-18,25836,Mexico // Mexico City // Beer // IPA  // Fancy Beer IPA 330 ml
2015-08-19,34448,Mexico // Mexico City // Beer // IPA  // Fancy Beer IPA 330 ml
2015-08-20,24401,Mexico // Mexico City // Beer // IPA  // Fancy Beer IPA 330 ml
2015-08-21,41625,Mexico // Mexico City // Beer // IPA  // Fancy Beer IPA 330 ml
2015-08-22,31578,Mexico // Mexico City // Beer // IPA  // Fancy Beer IPA 330 ml
2015-08-23,27272,Mexico // Mexico City // Beer // IPA  // Fancy Beer IPA 330 ml
2015-08-24,27272,Mexico // Mexico City // Beer // IPA  // Fancy Beer IPA 330 ml
2015-08-25,31578,Mexico // Mexico City // Beer // IPA  // Fancy Beer IPA 330 ml
2015-08-26,37319,Mexico // Mexico City // Beer // IPA  // Fancy Beer IPA 330 ml
2015-08-27,33013,Mexico // Mexico City // Beer // IPA  // Fancy Beer IPA 330 ml
2015-08-28,35884,Mexico // Mexico City // Beer // IPA  // Fancy Beer IPA 330 ml
2015-08-29,51673,Mexico // Mexico City // Beer // IPA  // Fancy Beer IPA 330 ml
2015-08-30,35884,Mexico // Mexico City // Beer // IPA  // Fancy Beer IPA 330 ml
2015-08-31,28707,Mexico // Mexico City // Beer // IPA  // Fancy Beer IPA 330 ml
2015-09-01,38754,Mexico // Mexico City // Beer // IPA  // Fancy Beer IPA 330 ml
2015-09-02,31578,Mexico // Mexico City // Beer // IPA  // Fancy Beer IPA 330 ml
2015-09-03,22966,Mexico // Mexico City // Beer // IPA  // Fancy Beer IPA 330 ml
2015-09-04,22966,Mexico // Mexico City // Beer // IPA  // Fancy Beer IPA 330 ml
2015-09-05,48802,Mexico // Mexico City // Beer // IPA  // Fancy Beer IPA 330 ml
2015-09-06,35884,Mexico // Mexico City // Beer // IPA  // Fancy Beer IPA 330 ml
2015-09-07,24401,Mexico // Mexico City // Beer // IPA  // Fancy Beer IPA 330 ml
2015-09-08,35884,Mexico // Mexico City // Beer // IPA  // Fancy Beer IPA 330 ml
2015-09-09,18660,Mexico // Mexico City // Beer // IPA  // Fancy Beer IPA 330 ml
2015-09-10,35884,Mexico // Mexico City // Beer // IPA  // Fancy Beer IPA 330 ml
2015-09-11,40190,Mexico // Mexico City // Beer // IPA  // Fancy Beer IPA 330 ml
2015-09-12,34448,Mexico // Mexico City // Beer // IPA  // Fancy Beer IPA 330 ml
2015-09-13,40190,Mexico // Mexico City // Beer // IPA  // Fancy Beer IPA 330 ml
2015-09-14,31578,Mexico // Mexico City // Beer // IPA  // Fancy Beer IPA 330 ml
2015-09-15,30142,Mexico // Mexico City // Beer // IPA  // Fancy Beer IPA 330 ml
2015-09-16,33013,Mexico // Mexico City // Beer // IPA  // Fancy Beer IPA 330 ml
2015-09-17,27272,Mexico // Mexico City // Beer // IPA  // Fancy Beer IPA 330 ml
2015-09-18,22966,Mexico // Mexico City // Beer // IPA  // Fancy Beer IPA 330 ml
2015-09-19,57414,Mexico // Mexico City // Beer // IPA  // Fancy Beer IPA 330 ml
2015-09-20,40190,Mexico // Mexico City // Beer // IPA  // Fancy Beer IPA 330 ml
2015-09-21,25836,Mexico // Mexico City // Beer // IPA  // Fancy Beer IPA 330 ml
2015-09-22,28707,Mexico // Mexico City // Beer // IPA  // Fancy Beer IPA 330 ml
2015-09-23,31578,Mexico // Mexico City // Beer // IPA  // Fancy Beer IPA 330 ml
2015-09-24,40190,Mexico // Mexico City // Beer // IPA  // Fancy Beer IPA 330 ml
2015-09-25,28707,Mexico // Mexico City // Beer // IPA  // Fancy Beer IPA 330 ml
2015-09-26,28707,Mexico // Mexico City // Beer // IPA  // Fancy Beer IPA 330 ml
2015-09-27,45931,Mexico // Mexico City // Beer // IPA  // Fancy Beer IPA 330 ml
2015-09-28,21530,Mexico // Mexico City // Beer // IPA  // Fancy Beer IPA 330 ml
2015-09-29,27272,Mexico // Mexico City // Beer // IPA  // Fancy Beer IPA 330 ml
2015-09-30,21530,Mexico // Mexico City // Beer // IPA  // Fancy Beer IPA 330 ml
2015-10-01,35884,Mexico // Mexico City // Beer // IPA  // Fancy Beer IPA 330 ml
2015-10-02,17224,Mexico // Mexico City // Beer // IPA  // Fancy Beer IPA 330 ml
2015-10-03,28707,Mexico // Mexico City // Beer // IPA  // Fancy Beer IPA 330 ml
2015-10-04,31578,Mexico // Mexico City // Beer // IPA  // Fancy Beer IPA 330 ml
2015-10-05,18660,Mexico // Mexico City // Beer // IPA  // Fancy Beer IPA 330 ml
2015-10-06,20095,Mexico // Mexico City // Beer // IPA  // Fancy Beer IPA 330 ml
2015-10-07,27272,Mexico // Mexico City // Beer // IPA  // Fancy Beer IPA 330 ml
2015-10-08,30142,Mexico // Mexico City // Beer // IPA  // Fancy Beer IPA 330 ml
2015-10-09,38754,Mexico // Mexico City // Beer // IPA  // Fancy Beer IPA 330 ml
2015-10-10,31578,Mexico // Mexico City // Beer // IPA  // Fancy Beer IPA 330 ml
2015-10-11,35884,Mexico // Mexico City // Beer // IPA  // Fancy Beer IPA 330 ml
2015-10-12,17224,Mexico // Mexico City // Beer // IPA  // Fancy Beer IPA 330 ml
2015-10-13,34448,Mexico // Mexico City // Beer // IPA  // Fancy Beer IPA 330 ml
2015-10-14,37319,Mexico // Mexico City // Beer // IPA  // Fancy Beer IPA 330 ml
2015-10-15,27272,Mexico // Mexico City // Beer // IPA  // Fancy Beer IPA 330 ml
2015-10-16,33013,Mexico // Mexico City // Beer // IPA  // Fancy Beer IPA 330 ml
2015-10-17,31578,Mexico // Mexico City // Beer // IPA  // Fancy Beer IPA 330 ml
2015-10-18,35884,Mexico // Mexico City // Beer // IPA  // Fancy Beer IPA 330 ml
2015-10-19,27272,Mexico // Mexico City // Beer // IPA  // Fancy Beer IPA 330 ml
2015-10-20,30142,Mexico // Mexico City // Beer // IPA  // Fancy Beer IPA 330 ml
2015-10-21,34448,Mexico // Mexico City // Beer // IPA  // Fancy Beer IPA 330 ml
2015-10-22,24401,Mexico // Mexico City // Beer // IPA  // Fancy Beer IPA 330 ml
2015-10-23,40190,Mexico // Mexico City // Beer // IPA  // Fancy Beer IPA 330 ml
2015-10-24,34448,Mexico // Mexico City // Beer // IPA  // Fancy Beer IPA 330 ml
2015-10-25,47367,Mexico // Mexico City // Beer // IPA  // Fancy Beer IPA 330 ml
2015-10-26,25836,Mexico // Mexico City // Beer // IPA  // Fancy Beer IPA 330 ml
2015-10-27,25836,Mexico // Mexico City // Beer // IPA  // Fancy Beer IPA 330 ml
2015-10-28,11483,Mexico // Mexico City // Beer // IPA  // Fancy Beer IPA 330 ml
2015-10-29,24401,Mexico // Mexico City // Beer // IPA  // Fancy Beer IPA 330 ml
2015-10-30,27272,Mexico // Mexico City // Beer // IPA  // Fancy Beer IPA 330 ml
2015-10-31,43061,Mexico // Mexico City // Beer // IPA  // Fancy Beer IPA 330 ml
2015-11-01,37319,Mexico // Mexico City // Beer // IPA  // Fancy Beer IPA 330 ml
2015-11-02,22966,Mexico // Mexico City // Beer // IPA  // Fancy Beer IPA 330 ml
2015-11-03,35884,Mexico // Mexico City // Beer // IPA  // Fancy Beer IPA 330 ml
2015-11-04,37319,Mexico // Mexico City // Beer // IPA  // Fancy Beer IPA 330 ml
2015-11-05,30142,Mexico // Mexico City // Beer // IPA  // Fancy Beer IPA 330 ml
2015-11-06,34448,Mexico // Mexico City // Beer // IPA  // Fancy Beer IPA 330 ml
2015-11-07,35884,Mexico // Mexico City // Beer // IPA  // Fancy Beer IPA 330 ml
2015-11-08,35884,Mexico // Mexico City // Beer // IPA  // Fancy Beer IPA 330 ml
2015-11-09,22966,Mexico // Mexico City // Beer // IPA  // Fancy Beer IPA 330 ml
2015-11-10,21530,Mexico // Mexico City // Beer // IPA  // Fancy Beer IPA 330 ml
2015-11-11,34448,Mexico // Mexico City // Beer // IPA  // Fancy Beer IPA 330 ml
2015-11-12,27272,Mexico // Mexico City // Beer // IPA  // Fancy Beer IPA 330 ml
2015-11-13,30142,Mexico // Mexico City // Beer // IPA  // Fancy Beer IPA 330 ml
2015-11-14,53108,Mexico // Mexico City // Beer // IPA  // Fancy Beer IPA 330 ml
2015-11-15,44496,Mexico // Mexico City // Beer // IPA  // Fancy Beer IPA 330 ml
2015-11-16,20095,Mexico // Mexico City // Beer // IPA  // Fancy Beer IPA 330 ml
2015-11-17,27272,Mexico // Mexico City // Beer // IPA  // Fancy Beer IPA 330 ml
2015-11-18,43061,Mexico // Mexico City // Beer // IPA  // Fancy Beer IPA 330 ml
2015-11-19,37319,Mexico // Mexico City // Beer // IPA  // Fancy Beer IPA 330 ml
2015-11-20,38754,Mexico // Mexico City // Beer // IPA  // Fancy Beer IPA 330 ml
2015-11-21,31578,Mexico // Mexico City // Beer // IPA  // Fancy Beer IPA 330 ml
2015-11-22,43061,Mexico // Mexico City // Beer // IPA  // Fancy Beer IPA 330 ml
2015-11-23,30142,Mexico // Mexico City // Beer // IPA  // Fancy Beer IPA 330 ml
2015-11-24,28707,Mexico // Mexico City // Beer // IPA  // Fancy Beer IPA 330 ml
2015-11-25,22966,Mexico // Mexico City // Beer // IPA  // Fancy Beer IPA 330 ml
2015-11-26,27272,Mexico // Mexico City // Beer // IPA  // Fancy Beer IPA 330 ml
2015-11-27,47367,Mexico // Mexico City // Beer // IPA  // Fancy Beer IPA 330 ml
2015-11-28,34448,Mexico // Mexico City // Beer // IPA  // Fancy Beer IPA 330 ml
2015-11-29,38754,Mexico // Mexico City // Beer // IPA  // Fancy Beer IPA 330 ml
2015-11-30,7177,Mexico // Mexico City // Beer // IPA  // Fancy Beer IPA 330 ml
2015-12-01,18660,Mexico // Mexico City // Beer // IPA  // Fancy Beer IPA 330 ml
2015-12-02,17224,Mexico // Mexico City // Beer // IPA  // Fancy Beer IPA 330 ml
2015-12-03,20095,Mexico // Mexico City // Beer // IPA  // Fancy Beer IPA 330 ml
2015-12-04,41625,Mexico // Mexico City // Beer // IPA  // Fancy Beer IPA 330 ml
2015-12-05,17224,Mexico // Mexico City // Beer // IPA  // Fancy Beer IPA 330 ml
2015-12-06,20095,Mexico // Mexico City // Beer // IPA  // Fancy Beer IPA 330 ml
2015-12-07,20095,Mexico // Mexico City // Beer // IPA  // Fancy Beer IPA 330 ml
2015-12-08,18660,Mexico // Mexico City // Beer // IPA  // Fancy Beer IPA 330 ml
2015-12-09,25836,Mexico // Mexico City // Beer // IPA  // Fancy Beer IPA 330 ml
2015-12-10,20095,Mexico // Mexico City // Beer // IPA  // Fancy Beer IPA 330 ml
2015-12-11,30142,Mexico // Mexico City // Beer // IPA  // Fancy Beer IPA 330 ml
2015-12-12,33013,Mexico // Mexico City // Beer // IPA  // Fancy Beer IPA 330 ml
2015-12-13,20095,Mexico // Mexico City // Beer // IPA  // Fancy Beer IPA 330 ml
2015-12-14,14354,Mexico // Mexico City // Beer // IPA  // Fancy Beer IPA 330 ml
2015-12-15,17224,Mexico // Mexico City // Beer // IPA  // Fancy Beer IPA 330 ml
2015-12-16,27272,Mexico // Mexico City // Beer // IPA  // Fancy Beer IPA 330 ml
2015-12-17,12918,Mexico // Mexico City // Beer // IPA  // Fancy Beer IPA 330 ml
2015-12-18,27272,Mexico // Mexico City // Beer // IPA  // Fancy Beer IPA 330 ml
2015-12-19,30142,Mexico // Mexico City // Beer // IPA  // Fancy Beer IPA 330 ml
2015-12-20,24401,Mexico // Mexico City // Beer // IPA  // Fancy Beer IPA 330 ml
2015-12-21,14354,Mexico // Mexico City // Beer // IPA  // Fancy Beer IPA 330 ml
2015-12-22,18660,Mexico // Mexico City // Beer // IPA  // Fancy Beer IPA 330 ml
2015-12-23,20095,Mexico // Mexico City // Beer // IPA  // Fancy Beer IPA 330 ml
2015-12-24,10047,Mexico // Mexico City // Beer // IPA  // Fancy Beer IPA 330 ml
2015-12-25,27272,Mexico // Mexico City // Beer // IPA  // Fancy Beer IPA 330 ml
2015-12-26,18660,Mexico // Mexico City // Beer // IPA  // Fancy Beer IPA 330 ml
2015-12-27,24401,Mexico // Mexico City // Beer // IPA  // Fancy Beer IPA 330 ml
2015-12-28,5741,Mexico // Mexico City // Beer // IPA  // Fancy Beer IPA 330 ml
2015-12-29,17224,Mexico // Mexico City // Beer // IPA  // Fancy Beer IPA 330 ml
2015-12-30,21530,Mexico // Mexico City // Beer // IPA  // Fancy Beer IPA 330 ml
2015-12-31,25836,Mexico // Mexico City // Beer // IPA  // Fancy Beer IPA 330 ml
2016-01-01,30142,Mexico // Mexico City // Beer // IPA  // Fancy Beer IPA 330 ml
2016-01-02,18660,Mexico // Mexico City // Beer // IPA  // Fancy Beer IPA 330 ml
2016-01-03,17224,Mexico // Mexico City // Beer // IPA  // Fancy Beer IPA 330 ml
2016-01-04,17224,Mexico // Mexico City // Beer // IPA  // Fancy Beer IPA 330 ml
2016-01-05,17224,Mexico // Mexico City // Beer // IPA  // Fancy Beer IPA 330 ml
2016-01-06,22966,Mexico // Mexico City // Beer // IPA  // Fancy Beer IPA 330 ml
2016-01-07,17224,Mexico // Mexico City // Beer // IPA  // Fancy Beer IPA 330 ml
2016-01-08,17224,Mexico // Mexico City // Beer // IPA  // Fancy Beer IPA 330 ml
2016-01-09,22966,Mexico // Mexico City // Beer // IPA  // Fancy Beer IPA 330 ml
2016-01-10,37319,Mexico // Mexico City // Beer // IPA  // Fancy Beer IPA 330 ml
2016-01-11,10047,Mexico // Mexico City // Beer // IPA  // Fancy Beer IPA 330 ml
2016-01-12,18660,Mexico // Mexico City // Beer // IPA  // Fancy Beer IPA 330 ml
2016-01-13,12918,Mexico // Mexico City // Beer // IPA  // Fancy Beer IPA 330 ml
2016-01-14,25836,Mexico // Mexico City // Beer // IPA  // Fancy Beer IPA 330 ml
2016-01-15,18660,Mexico // Mexico City // Beer // IPA  // Fancy Beer IPA 330 ml
2016-01-16,11483,Mexico // Mexico City // Beer // IPA  // Fancy Beer IPA 330 ml
2016-01-17,18660,Mexico // Mexico City // Beer // IPA  // Fancy Beer IPA 330 ml
2016-01-18,10047,Mexico // Mexico City // Beer // IPA  // Fancy Beer IPA 330 ml
2016-01-19,24401,Mexico // Mexico City // Beer // IPA  // Fancy Beer IPA 330 ml
2016-01-20,18660,Mexico // Mexico City // Beer // IPA  // Fancy Beer IPA 330 ml
2016-01-21,17224,Mexico // Mexico City // Beer // IPA  // Fancy Beer IPA 330 ml
2016-01-22,21530,Mexico // Mexico City // Beer // IPA  // Fancy Beer IPA 330 ml
2016-01-23,33013,Mexico // Mexico City // Beer // IPA  // Fancy Beer IPA 330 ml
2016-01-24,30142,Mexico // Mexico City // Beer // IPA  // Fancy Beer IPA 330 ml
2016-01-25,21530,Mexico // Mexico City // Beer // IPA  // Fancy Beer IPA 330 ml
2016-01-26,25836,Mexico // Mexico City // Beer // IPA  // Fancy Beer IPA 330 ml
2016-01-27,20095,Mexico // Mexico City // Beer // IPA  // Fancy Beer IPA 330 ml
2016-01-28,24401,Mexico // Mexico City // Beer // IPA  // Fancy Beer IPA 330 ml
2016-01-29,22966,Mexico // Mexico City // Beer // IPA  // Fancy Beer IPA 330 ml
2016-01-30,20095,Mexico // Mexico City // Beer // IPA  // Fancy Beer IPA 330 ml
2016-01-31,20095,Mexico // Mexico City // Beer // IPA  // Fancy Beer IPA 330 ml
2016-02-01,22966,Mexico // Mexico City // Beer // IPA  // Fancy Beer IPA 330 ml
2016-02-02,22966,Mexico // Mexico City // Beer // IPA  // Fancy Beer IPA 330 ml
2016-02-03,27272,Mexico // Mexico City // Beer // IPA  // Fancy Beer IPA 330 ml
2016-02-04,12918,Mexico // Mexico City // Beer // IPA  // Fancy Beer IPA 330 ml
2016-02-05,20095,Mexico // Mexico City // Beer // IPA  // Fancy Beer IPA 330 ml
2016-02-06,20095,Mexico // Mexico City // Beer // IPA  // Fancy Beer IPA 330 ml
2016-02-07,25836,Mexico // Mexico City // Beer // IPA  // Fancy Beer IPA 330 ml
2016-02-08,17224,Mexico // Mexico City // Beer // IPA  // Fancy Beer IPA 330 ml
2016-02-09,20095,Mexico // Mexico City // Beer // IPA  // Fancy Beer IPA 330 ml
2016-02-10,22966,Mexico // Mexico City // Beer // IPA  // Fancy Beer IPA 330 ml
2016-02-11,20095,Mexico // Mexico City // Beer // IPA  // Fancy Beer IPA 330 ml
2016-02-12,21530,Mexico // Mexico City // Beer // IPA  // Fancy Beer IPA 330 ml
2016-02-13,14354,Mexico // Mexico City // Beer // IPA  // Fancy Beer IPA 330 ml
2016-02-14,33013,Mexico // Mexico City // Beer // IPA  // Fancy Beer IPA 330 ml
2016-02-15,11483,Mexico // Mexico City // Beer // IPA  // Fancy Beer IPA 330 ml
2016-02-16,27272,Mexico // Mexico City // Beer // IPA  // Fancy Beer IPA 330 ml
2016-02-17,41625,Mexico // Mexico City // Beer // IPA  // Fancy Beer IPA 330 ml
2016-02-18,24401,Mexico // Mexico City // Beer // IPA  // Fancy Beer IPA 330 ml
2016-02-19,25836,Mexico // Mexico City // Beer // IPA  // Fancy Beer IPA 330 ml
2016-02-20,25836,Mexico // Mexico City // Beer // IPA  // Fancy Beer IPA 330 ml
2016-02-21,30142,Mexico // Mexico City // Beer // IPA  // Fancy Beer IPA 330 ml
2016-02-22,22966,Mexico // Mexico City // Beer // IPA  // Fancy Beer IPA 330 ml
2016-02-23,22966,Mexico // Mexico City // Beer // IPA  // Fancy Beer IPA 330 ml
2016-02-24,14354,Mexico // Mexico City // Beer // IPA  // Fancy Beer IPA 330 ml
2016-02-25,17224,Mexico // Mexico City // Beer // IPA  // Fancy Beer IPA 330 ml
2016-02-26,12918,Mexico // Mexico City // Beer // IPA  // Fancy Beer IPA 330 ml
2016-02-27,30142,Mexico // Mexico City // Beer // IPA  // Fancy Beer IPA 330 ml
2016-02-28,17224,Mexico // Mexico City // Beer // IPA  // Fancy Beer IPA 330 ml
2016-02-29,20095,Mexico // Mexico City // Beer // IPA  // Fancy Beer IPA 330 ml
2016-03-01,22966,Mexico // Mexico City // Beer // IPA  // Fancy Beer IPA 330 ml
2016-03-02,24401,Mexico // Mexico City // Beer // IPA  // Fancy Beer IPA 330 ml
2016-03-03,28707,Mexico // Mexico City // Beer // IPA  // Fancy Beer IPA 330 ml
2016-03-04,24401,Mexico // Mexico City // Beer // IPA  // Fancy Beer IPA 330 ml
2016-03-05,24401,Mexico // Mexico City // Beer // IPA  // Fancy Beer IPA 330 ml
2016-03-06,31578,Mexico // Mexico City // Beer // IPA  // Fancy Beer IPA 330 ml
2016-03-07,24401,Mexico // Mexico City // Beer // IPA  // Fancy Beer IPA 330 ml
2016-03-08,12918,Mexico // Mexico City // Beer // IPA  // Fancy Beer IPA 330 ml
2016-03-09,25836,Mexico // Mexico City // Beer // IPA  // Fancy Beer IPA 330 ml
2016-03-10,21530,Mexico // Mexico City // Beer // IPA  // Fancy Beer IPA 330 ml
2016-03-11,31578,Mexico // Mexico City // Beer // IPA  // Fancy Beer IPA 330 ml
2016-03-12,24401,Mexico // Mexico City // Beer // IPA  // Fancy Beer IPA 330 ml
2016-03-13,33013,Mexico // Mexico City // Beer // IPA  // Fancy Beer IPA 330 ml
2016-03-14,18660,Mexico // Mexico City // Beer // IPA  // Fancy Beer IPA 330 ml
2016-03-15,15789,Mexico // Mexico City // Beer // IPA  // Fancy Beer IPA 330 ml
2016-03-16,33013,Mexico // Mexico City // Beer // IPA  // Fancy Beer IPA 330 ml
2016-03-17,27272,Mexico // Mexico City // Beer // IPA  // Fancy Beer IPA 330 ml
2016-03-18,30142,Mexico // Mexico City // Beer // IPA  // Fancy Beer IPA 330 ml
2016-03-19,35884,Mexico // Mexico City // Beer // IPA  // Fancy Beer IPA 330 ml
2016-03-20,35884,Mexico // Mexico City // Beer // IPA  // Fancy Beer IPA 330 ml
2016-03-21,31578,Mexico // Mexico City // Beer // IPA  // Fancy Beer IPA 330 ml
2016-03-22,24401,Mexico // Mexico City // Beer // IPA  // Fancy Beer IPA 330 ml
2016-03-23,27272,Mexico // Mexico City // Beer // IPA  // Fancy Beer IPA 330 ml
2016-03-24,25836,Mexico // Mexico City // Beer // IPA  // Fancy Beer IPA 330 ml
2016-03-25,38754,Mexico // Mexico City // Beer // IPA  // Fancy Beer IPA 330 ml
2016-03-26,31578,Mexico // Mexico City // Beer // IPA  // Fancy Beer IPA 330 ml
2016-03-27,40190,Mexico // Mexico City // Beer // IPA  // Fancy Beer IPA 330 ml
2016-03-28,22966,Mexico // Mexico City // Beer // IPA  // Fancy Beer IPA 330 ml
2016-03-29,31578,Mexico // Mexico City // Beer // IPA  // Fancy Beer IPA 330 ml
2016-03-30,20095,Mexico // Mexico City // Beer // IPA  // Fancy Beer IPA 330 ml
2016-03-31,24401,Mexico // Mexico City // Beer // IPA  // Fancy Beer IPA 330 ml
2016-04-01,45931,Mexico // Mexico City // Beer // IPA  // Fancy Beer IPA 330 ml
2016-04-02,34448,Mexico // Mexico City // Beer // IPA  // Fancy Beer IPA 330 ml
2016-04-03,41625,Mexico // Mexico City // Beer // IPA  // Fancy Beer IPA 330 ml
2016-04-04,25836,Mexico // Mexico City // Beer // IPA  // Fancy Beer IPA 330 ml
2016-04-05,28707,Mexico // Mexico City // Beer // IPA  // Fancy Beer IPA 330 ml
2016-04-06,35884,Mexico // Mexico City // Beer // IPA  // Fancy Beer IPA 330 ml
2016-04-07,25836,Mexico // Mexico City // Beer // IPA  // Fancy Beer IPA 330 ml
2016-04-08,33013,Mexico // Mexico City // Beer // IPA  // Fancy Beer IPA 330 ml
2016-04-09,31578,Mexico // Mexico City // Beer // IPA  // Fancy Beer IPA 330 ml
2016-04-10,51673,Mexico // Mexico City // Beer // IPA  // Fancy Beer IPA 330 ml
2016-04-11,25836,Mexico // Mexico City // Beer // IPA  // Fancy Beer IPA 330 ml
2016-04-12,43061,Mexico // Mexico City // Beer // IPA  // Fancy Beer IPA 330 ml
2016-04-13,34448,Mexico // Mexico City // Beer // IPA  // Fancy Beer IPA 330 ml
2016-04-14,31578,Mexico // Mexico City // Beer // IPA  // Fancy Beer IPA 330 ml
2016-04-15,33013,Mexico // Mexico City // Beer // IPA  // Fancy Beer IPA 330 ml
2016-04-16,31578,Mexico // Mexico City // Beer // IPA  // Fancy Beer IPA 330 ml
2016-04-17,25836,Mexico // Mexico City // Beer // IPA  // Fancy Beer IPA 330 ml
2016-04-18,33013,Mexico // Mexico City // Beer // IPA  // Fancy Beer IPA 330 ml
2016-04-19,33013,Mexico // Mexico City // Beer // IPA  // Fancy Beer IPA 330 ml
2016-04-20,25836,Mexico // Mexico City // Beer // IPA  // Fancy Beer IPA 330 ml
2016-04-21,28707,Mexico // Mexico City // Beer // IPA  // Fancy Beer IPA 330 ml
2016-04-22,31578,Mexico // Mexico City // Beer // IPA  // Fancy Beer IPA 330 ml
2016-04-23,33013,Mexico // Mexico City // Beer // IPA  // Fancy Beer IPA 330 ml
2016-04-24,37319,Mexico // Mexico City // Beer // IPA  // Fancy Beer IPA 330 ml
2016-04-25,21530,Mexico // Mexico City // Beer // IPA  // Fancy Beer IPA 330 ml
2016-04-26,28707,Mexico // Mexico City // Beer // IPA  // Fancy Beer IPA 330 ml
2016-04-27,27272,Mexico // Mexico City // Beer // IPA  // Fancy Beer IPA 330 ml
2016-04-28,30142,Mexico // Mexico City // Beer // IPA  // Fancy Beer IPA 330 ml
2016-04-29,43061,Mexico // Mexico City // Beer // IPA  // Fancy Beer IPA 330 ml
